text,label
 ridiculous utterly ridiculous,neutral
 yay,neutral
 im going ill back safe sound,happy
 girly dont even know likeits weird itll fun mom love likeshell get im sure,happy
 wouldve loved,happy
 haveyou want choose guy career,neutral
 didnt see first time either,happy
 dont know benny smart like,happy
 worst one cannes curling iron burnt hole new dressing gown,neutral
 asked annie yet marry,neutral
 well welcome human race think mind think proposed great fantasy going four year line wed come beach yell fish,happy
 want whisper ear,neutral
 wait minute ive got,neutral
 id rather remember something,happy
 better turn,neutral
 wait,neutral
 way seems started complaining able find job first day went didnt find job im saying like trying know put anything,happy
 mixed many thing,happy
 dont believe sue airline company policy uh reimburse thats im sorry ive done everything,happy
 much sillier,neutral
 yeah suppose going,happy
 sure right okay,happy
 oh real cause row peter burden,sad
 else cant uh im drawing blank,neutral
 two artist though bound poor forever,neutral
 people upstairs get annoyed,happy
 yeah,happy
 eh actually,neutral
 oh let go,sad
 need flight insurance dont guy guarantee youre going get stuff leave destination,happy
 sure,neutral
 got tell,neutral
 exactly exactly exactly,neutral
 somewhere huge mass silver fish swimming way,happy
 thats right um usc really nice school,happy
 well youll wake people downstairs,neutral
 understand im worried dont know whats going happen,happy
 werent good spot much better spot ive got good instinct thing look whats,happy
 youre going like,happy
 im,happy
 yeah course didnt enlist stupid thing dont get,happy
 need get gun,happy
 yeah guess guess uh going,happy
 many,neutral
 oh matter fact real cause row peter burden,sad
 werent good spot much better spot got great instinct thing,happy
 much younger,neutral
 im happy argue give fifty dollar certificate,happy
 know ive neveri long run bad relationship know mean got work fine,happy
 dont know know every time reach something pull back cause im afraid going hurt somebody life,happy
 burnt hole comb towel bathroom,neutral
 horrible thing hated,neutral
 late people upstairs get annoyed,happy
 oh yes,sad
 want get settled first,happy
 cheerleader football game thats girl scantily clad sexy girl,neutral
 take shoe,neutral
 nothing like,happy
 youre,happy
 instance one time raining several day kid came gave last pair dry sock put pocket little thing kind guy,happy
 im sure loved didnt know,happy
 well hell,neutral
 yeah going survive,happy
 talk somebody,neutral
 oh thats seaweed isnt,neutral
 real,neutral
 youre considerate fellow there nothing wrong,happy
 away tunis,neutral
 would rather remember thing would rather hope thing,happy
 dancing beach barefoot drinking champagne bottle,neutral
 real,neutral
 trouble dont see enough woman never,sad
 someplace there huge mass silver fish heading way dont know dont know wasnt decision didnt take vote,neutral
 dont know start,neutral
 end hear end finally forever,neutral
 youre,happy
 much sillier,neutral
 dont know,neutral
 shut shut wouldnt marry came crawling bended knee,neutral
 oh hate good thing found time youre really like marry never never never,happy
 thats good answer doesnt answer anything mean havent seen since went away war five year,happy
 shes going let say wedding choice thats pretty impressive forwardthinking woman laughter,happy
 oh know threw window grand canal oh ill never forgive,neutral
 arent people upstairs photographer studio,neutral
 vile tempered loose living wicked little beast never want set eye,neutral
 oh interesting amanda child uh four six maybe nineyou know could work splendid little debate know intemperate tot,neutral
 want get married,happy
 rather hope something,happy
 well thats good answer doesnt answer anything mean youve away forat war five year,happy
 didnt die killed mean exactly little selfish theyd today,happy
 im giving want,happy
 ask annie yet,neutral
 want blow ear,neutral
 yes,neutral
 shouldnt alone,neutral
 let go youre cruel fiend hate loathe,neutral
 yeah,happy
 ahhwe werent good spot,happy
 yes,neutral
 vile tempered wicked living evil little beast hope never set eye ever,neutral
 exactly going kid,happy
 well money ever needed,neutral
 well know even letter seem kind ashamed,happy
 want get champagne,happy
 yeah,happy
 going,happy
 time year tunis,happy
 oh burnt comb towel bathroom,sad
 dont get mean first time came see said best night life,happy
 rouser wasnt,neutral
 well know go along mean maybe feel way father,happy
 mean could kind sitting foot holding poem memorized remember looking curly red hair palm tree right behind like crown growing right head cool,happy
 cant make like im happy mean didnt didnt want put situation,happy
 dont know youre excited isnt moon landing talking fish fish nobody even eats,happy
 hell,neutral
 wow promising yeah promising future,happy
 listen want dance,neutral
 late annoy people upstairs,neutral
 whats problem whats problem dont job,sad
 remember overseas command company,neutral
 arent people upstairs photographer studio,neutral
 hmm didnt see year either,neutral
 going take think,happy
 priority honey priority,neutral
 didnt die killed mean exactly little selfish theyd today,happy
 okay wouldnt work like,happy
 never business delta,neutral
 im fast woman,happy
 go ahead go fill form well look bag,neutral
 youre considerate fella there nothing wrong,happy
 laughter yeah first time ever hit,happy
 know,happy
 come think real cause roue peter burden,neutral
 well like kind insurance dontwhen get get know like,happy
 doesnt matter fine fine send next operator thats fine,happy
 dont get last timethe first time came see said best night life,happy
 yeah man,happy
 got idea watching go everything destroyed see seemed one new thing made,happy
 thing wish youd done differently,happy
 shut shut,neutral
 wanted get settled first,happy
 okay right got sure course listen want dance,happy
 think knew thered time youd look like used kleenex id look think holy hell whens next flight alaska,happy
 youre going like,happy
 want divorce,neutral
 well mean told herwell said know hey suggestion,happy
 laughter,neutral
 youve got point,neutral
 yeah think mean,happy
 well people downstairs suppose,neutral
 look whats aah seaweed isnt,neutral
 fact give name sir whats name,neutral
 thats rough im really sorry ryan,happy
 cant help know best brought next door,sad
 ill stop working ill stay home baby,neutral
 three form,neutral
 oh marry must insane thinking mean youre completely outrageous,happy
 know,happy
 cant right,neutral
 dont know dont know nobody sent invitation map wasnt decision,neutral
 great isnt wouldnt miss anything listen know youre interested listen,happy
 werent good spot im telling much better spot instinct thing,happy
 okay right got sure course listen want dance,happy
 take shoe,neutral
